match_id,minute,type,player,team,venue
2026-08-20-gent-v-hibernian,15,missed_penalty,Owen Elding,Hibernian,Planet Group Arena
2026-08-20-gent-v-hibernian,60,yellow,Josh Campbell,Hibernian,Planet Group Arena
2026-08-20-gent-v-hibernian,80,yellow,Jordan Obita,Hibernian,Planet Group Arena
2026-08-20-gent-v-hibernian,81,yellow,Jamie McGrath,Hibernian,Planet Group Arena
2026-08-20-gent-v-hibernian,83,yellow,Tiago Araújo,Gent,Planet Group Arena
2026-08-20-gent-v-hibernian,89,yellow,Adam Mayor,Hibernian,Planet Group Arena
2026-08-20-gent-v-hibernian,90,yellow,Martin Boyle,Hibernian,Planet Group Arena
2026-08-20-heart-of-midlothian-v-rapid-wien,30,goal,Serge Raux Yao,Rapid Wien,Tynecastle Park
2026-08-20-heart-of-midlothian-v-rapid-wien,51,yellow,Pierre Landry Kaboré,Heart of Midlothian,Tynecastle Park
2026-08-20-heart-of-midlothian-v-rapid-wien,56,own_goal,Serge Raux Yao,Heart of Midlothian,Tynecastle Park
2026-08-20-heart-of-midlothian-v-rapid-wien,62,goal,James Wilson,Heart of Midlothian,Tynecastle Park
2026-08-20-heart-of-midlothian-v-rapid-wien,66,yellow,Petter Nosakhare Dahl,Rapid Wien,Tynecastle Park
2026-08-20-heart-of-midlothian-v-rapid-wien,79,goal,Nikolaus Wurmbrand,Rapid Wien,Tynecastle Park
2026-08-20-heart-of-midlothian-v-rapid-wien,87,yellow,Romeo Amané,Rapid Wien,Tynecastle Park
2026-08-20-heart-of-midlothian-v-rapid-wien,90,yellow,Nicolas Bajlicz,Rapid Wien,Tynecastle Park
2026-08-20-lincoln-red-imps-fc-v-larne,20,yellow,Manu Toledano,Lincoln Red Imps FC,Europa Point Stadium
2026-08-20-lincoln-red-imps-fc-v-larne,27,red,Yussef Flalhi Idrissi,Lincoln Red Imps FC,Europa Point Stadium
2026-08-20-lincoln-red-imps-fc-v-larne,27,yellow,Sean Graham,Larne,Europa Point Stadium
2026-08-20-lincoln-red-imps-fc-v-larne,43,yellow,Matthew Lusty,Larne,Europa Point Stadium
2026-08-20-lincoln-red-imps-fc-v-larne,57,yellow,Montel Gibson,Larne,Europa Point Stadium
2026-08-20-lincoln-red-imps-fc-v-larne,72,yellow,Graeme Torrilla,Lincoln Red Imps FC,Europa Point Stadium
2026-08-20-lincoln-red-imps-fc-v-larne,73,yellow,Jordan McEneff,Larne,Europa Point Stadium
2026-08-20-lincoln-red-imps-fc-v-larne,85,goal,Paul O'Neill,Larne,Europa Point Stadium
2026-08-20-lincoln-red-imps-fc-v-larne,90,goal,Kevin O'Hara,Larne,Europa Point Stadium
2026-08-20-motherwell-v-freiburg,2,goal,Regan Charles-Cook,Motherwell,Fir Park
2026-08-20-motherwell-v-freiburg,21,yellow,Joe Hodge,Motherwell,Fir Park
2026-08-20-motherwell-v-freiburg,28,goal,Matthias Ginter,Freiburg,Fir Park
2026-08-20-motherwell-v-freiburg,39,yellow,Lukas Fadinger,Motherwell,Fir Park
2026-08-20-motherwell-v-freiburg,59,yellow,Jan-Niklas Beste,Freiburg,Fir Park
2026-08-20-motherwell-v-freiburg,65,goal,Matthias Ginter,Freiburg,Fir Park
2026-08-20-motherwell-v-freiburg,65,red,Martin Moormann,Motherwell,Fir Park
2026-08-20-motherwell-v-freiburg,68,yellow,Alex Lowry,Motherwell,Fir Park
2026-08-20-motherwell-v-freiburg,90,goal,Keisuke Goto,Freiburg,Fir Park
2026-08-20-shamrock-rovers-v-kups,50,goal,Enda Stevens,Shamrock Rovers,Tallaght Stadium
2026-08-20-shamrock-rovers-v-kups,69,yellow,Saikou Touray,KuPS,Tallaght Stadium
2026-08-20-shamrock-rovers-v-kups,85,goal,Piotr Parzyszek,KuPS,Tallaght Stadium
2026-08-20-shamrock-rovers-v-kups,90,yellow,Tommi Jyry,KuPS,Tallaght Stadium
2026-08-20-sheffield-wednesday-v-bradford-city,47,goal,Aden Baldwin,Bradford City,Hillsborough
2026-08-20-sheffield-wednesday-v-bradford-city,61,yellow,Billy Mitchell,Sheffield Wednesday,Hillsborough
2026-08-20-sheffield-wednesday-v-bradford-city,77,yellow,Matthew Pennington,Bradford City,Hillsborough
2026-08-20-trabzonspor-v-ferencvaros,17,goal,Kristoffer Zachariassen,Ferencváros,Papara Park
2026-08-20-trabzonspor-v-ferencvaros,29,yellow,Bamidele Yusuf,Ferencváros,Papara Park
2026-08-20-trabzonspor-v-ferencvaros,43,yellow,Kristoffer Zachariassen,Ferencváros,Papara Park
2026-08-20-trabzonspor-v-ferencvaros,50,yellow,Olivér Nagy,Ferencváros,Papara Park
2026-08-20-trabzonspor-v-ferencvaros,90,red,Chibuike Nwaiwu,Trabzonspor,Papara Park
2026-08-20-trabzonspor-v-ferencvaros,90,yellow,Attila Osváth,Ferencváros,Papara Park
2026-08-20-trabzonspor-v-ferencvaros,90,yellow,Gabi Kanichowsky,Ferencváros,Papara Park
2026-08-21-afc-bournemouth-academy-v-chelsea-u21,38,goal,Reggie Watson,Chelsea U21,The Wyatt Homes Stadium
2026-08-21-afc-bournemouth-academy-v-chelsea-u21,42,yellow,Ameer Ali,AFC Bournemouth Academy,The Wyatt Homes Stadium
2026-08-21-afc-bournemouth-academy-v-chelsea-u21,45,goal,Jonny Day,AFC Bournemouth Academy,The Wyatt Homes Stadium
2026-08-21-afc-bournemouth-academy-v-chelsea-u21,57,yellow,Zac Christie,AFC Bournemouth Academy,The Wyatt Homes Stadium
2026-08-21-afc-bournemouth-academy-v-chelsea-u21,86,yellow,Ethan Sills,AFC Bournemouth Academy,The Wyatt Homes Stadium
2026-08-21-afc-bournemouth-academy-v-chelsea-u21,89,goal,Jonny Day,AFC Bournemouth Academy,The Wyatt Homes Stadium
2026-08-21-afc-bournemouth-academy-v-chelsea-u21,90,yellow,Olutayo Subuloye,Chelsea U21,The Wyatt Homes Stadium
2026-08-21-afc-bournemouth-academy-v-chelsea-u21,90,yellow,Jonny Day,AFC Bournemouth Academy,The Wyatt Homes Stadium
2026-08-21-afc-bournemouth-academy-v-chelsea-u21,90,yellow,Dante Waite,Chelsea U21,The Wyatt Homes Stadium
2026-08-21-aston-villa-u21-v-brighton-hove-albion-u21,15,yellow,Rory Wilson,Aston Villa U21,Bodymoor Heath Training Ground
2026-08-21-aston-villa-u21-v-brighton-hove-albion-u21,24,goal,Leon Routh,Aston Villa U21,Bodymoor Heath Training Ground
2026-08-21-aston-villa-u21-v-brighton-hove-albion-u21,27,yellow,Aidan Borland,Aston Villa U21,Bodymoor Heath Training Ground
2026-08-21-aston-villa-u21-v-brighton-hove-albion-u21,29,goal,Rory Wilson,Aston Villa U21,Bodymoor Heath Training Ground
2026-08-21-aston-villa-u21-v-brighton-hove-albion-u21,60,yellow,Josh Robertson,Brighton & Hove Albion U21,Bodymoor Heath Training Ground
2026-08-21-aston-villa-u21-v-brighton-hove-albion-u21,80,yellow,Cole Brannigan,Aston Villa U21,Bodymoor Heath Training Ground
2026-08-21-aston-villa-u21-v-brighton-hove-albion-u21,82,goal,Tyler Silsby,Brighton & Hove Albion U21,Bodymoor Heath Training Ground
2026-08-21-aston-villa-u21-v-brighton-hove-albion-u21,82,yellow,Woody Burgess,Aston Villa U21,Bodymoor Heath Training Ground
2026-08-21-bohemian-fc-v-derry-city,27,yellow,Harry Vaughan,Bohemian FC,Dalymount Park
2026-08-21-bohemian-fc-v-derry-city,34,goal,Michael Duffy,Derry City,Dalymount Park
2026-08-21-bohemian-fc-v-derry-city,47,goal,Patrick Hickey,Bohemian FC,Dalymount Park
2026-08-21-bohemian-fc-v-derry-city,50,goal,Connor Parsons,Bohemian FC,Dalymount Park
2026-08-21-bohemian-fc-v-derry-city,53,goal,Douglas James-Taylor,Bohemian FC,Dalymount Park
2026-08-21-bohemian-fc-v-derry-city,55,red,James Clarke,Derry City,Dalymount Park
2026-08-21-bohemian-fc-v-derry-city,57,yellow,Brooklyn Lyons-Foster,Derry City,Dalymount Park
2026-08-21-bohemian-fc-v-derry-city,62,goal,Tyler Smith,Derry City,Dalymount Park
2026-08-21-bohemian-fc-v-derry-city,79,goal,Ross Tierney,Bohemian FC,Dalymount Park
2026-08-21-bohemian-fc-v-derry-city,87,goal,Ross Tierney,Bohemian FC,Dalymount Park
2026-08-21-bohemian-fc-v-derry-city,90,goal,Michael Duffy,Derry City,Dalymount Park
2026-08-21-drogheda-united-v-st-patricks-athletic,17,goal,Anthony Olusanya,St. Patrick's Athletic,Sullivan & Lambe Park
2026-08-21-drogheda-united-v-st-patricks-athletic,38,yellow,Conor Keeley,Drogheda United,Sullivan & Lambe Park
2026-08-21-drogheda-united-v-st-patricks-athletic,63,yellow,Thomas Oluwa,Drogheda United,Sullivan & Lambe Park
2026-08-21-drogheda-united-v-st-patricks-athletic,90,goal,Barry Baggley,St. Patrick's Athletic,Sullivan & Lambe Park
2026-08-21-dundalk-v-galway-united-fc,9,goal,Edward McCarthy,Galway United FC,Oriel Park
2026-08-21-dundalk-v-galway-united-fc,32,yellow,Leigh Kavanagh,Galway United FC,Oriel Park
2026-08-21-dundalk-v-galway-united-fc,37,yellow,Mayowa Animasahun,Dundalk,Oriel Park
2026-08-21-dundalk-v-galway-united-fc,55,goal,Kristopher Twardek,Galway United FC,Oriel Park
2026-08-21-dundalk-v-galway-united-fc,69,yellow,Harry Groome,Dundalk,Oriel Park
2026-08-21-dundalk-v-galway-united-fc,80,yellow,Keith Buckley,Dundalk,Oriel Park
2026-08-21-dundalk-v-galway-united-fc,82,yellow,Francely Lomboto,Galway United FC,Oriel Park
2026-08-21-dundalk-v-galway-united-fc,85,goal,Trevor Clarke,Dundalk,Oriel Park
2026-08-21-erzurumspor-fk-v-galatasaray,12,goal,Roland Sallai,Galatasaray,Kazım Karabekir Stadyumu
2026-08-21-erzurumspor-fk-v-galatasaray,20,goal,Yunus Akgün,Galatasaray,Kazım Karabekir Stadyumu
2026-08-21-erzurumspor-fk-v-galatasaray,45,goal,Victor Osimhen,Galatasaray,Kazım Karabekir Stadyumu
2026-08-21-erzurumspor-fk-v-galatasaray,80,goal,Victor Osimhen,Galatasaray,Kazım Karabekir Stadyumu
2026-08-21-erzurumspor-fk-v-galatasaray,84,yellow,Nariman Akhundzada,Erzurumspor FK,Kazım Karabekir Stadyumu
2026-08-21-fulham-u21-v-burnley-u21,3,yellow,Troy Savage,Burnley U21,Motspur Park
2026-08-21-fulham-u21-v-burnley-u21,29,goal,Kian McMahon-Brown,Burnley U21,Motspur Park
2026-08-21-fulham-u21-v-burnley-u21,45,goal,Brandon Pouani,Burnley U21,Motspur Park
2026-08-21-fulham-u21-v-burnley-u21,47,goal,Jayden Quashie,Fulham U21,Motspur Park
2026-08-21-fulham-u21-v-burnley-u21,58,yellow,Michael Stanley,Burnley U21,Motspur Park
2026-08-21-fulham-u21-v-burnley-u21,70,goal,Jose Badara Mbong Epie Sani,Fulham U21,Motspur Park
2026-08-21-fulham-u21-v-burnley-u21,77,goal,Macauley Zepa,Fulham U21,Motspur Park
2026-08-21-fulham-u21-v-burnley-u21,81,yellow,Emmanuel Airoboma,Burnley U21,Motspur Park
2026-08-21-fulham-u21-v-burnley-u21,85,goal,Dan Casey,Fulham U21,Motspur Park
2026-08-21-fulham-u21-v-burnley-u21,90,goal,Ellis Clark,Burnley U21,Motspur Park
2026-08-21-inverness-caledonian-thistle-v-partick-thistle,17,goal,Seb Drozd,Partick Thistle,Sarens PSG Stadium
2026-08-21-inverness-caledonian-thistle-v-partick-thistle,41,yellow,Alfie Stewart,Inverness Caledonian Thistle,Sarens PSG Stadium
2026-08-21-inverness-caledonian-thistle-v-partick-thistle,43,yellow,Oisin Smyth,Partick Thistle,Sarens PSG Stadium
2026-08-21-inverness-caledonian-thistle-v-partick-thistle,82,yellow,Gary Mackay-Steven,Partick Thistle,Sarens PSG Stadium
2026-08-21-inverness-caledonian-thistle-v-partick-thistle,89,goal,Alfie Bavidge,Inverness Caledonian Thistle,Sarens PSG Stadium
2026-08-21-marseille-v-strasbourg,46,goal,Amine Gouiri,Marseille,Orange Vélodrome
2026-08-21-marseille-v-strasbourg,48,yellow,Samuel Amo-Ameyaw,Strasbourg,Orange Vélodrome
2026-08-21-marseille-v-strasbourg,59,red,Samir El Mourabet,Strasbourg,Orange Vélodrome
2026-08-21-marseille-v-strasbourg,61,yellow,Sékou Mara,Strasbourg,Orange Vélodrome
2026-08-21-marseille-v-strasbourg,68,goal,Amine Gouiri,Marseille,Orange Vélodrome
2026-08-21-marseille-v-strasbourg,79,yellow,Nayef Aguerd,Marseille,Orange Vélodrome
2026-08-21-marseille-v-strasbourg,89,goal,Keyliane Abdallah,Marseille,Orange Vélodrome
2026-08-21-marseille-v-strasbourg,90,goal,Pierre-Emile Højbjerg,Marseille,Orange Vélodrome
2026-08-21-preussen-munster-v-karlsruher-sc,35,goal,Montell Ndikom,Preussen Münster,LVM-Preußenstadion
2026-08-21-preussen-munster-v-karlsruher-sc,69,goal,Marvin Wanitzek,Karlsruher SC,LVM-Preußenstadion
2026-08-21-preussen-munster-v-karlsruher-sc,81,goal,Sebastian Jung,Karlsruher SC,LVM-Preußenstadion
2026-08-21-preussen-munster-v-karlsruher-sc,90,red,Samuel Althaus,Preussen Münster,LVM-Preußenstadion
2026-08-21-sligo-rovers-v-waterford-fc,63,yellow,Benny Couto,Waterford FC,The Showgrounds
2026-08-21-sligo-rovers-v-waterford-fc,66,yellow,Hayden Cann,Waterford FC,The Showgrounds
2026-08-21-sligo-rovers-v-waterford-fc,72,yellow,Tom Lonergan,Waterford FC,The Showgrounds
2026-08-21-stoke-city-u21-v-brentford-academy,6,goal,Kaye Furo,Brentford Academy,bet365 Stadium
2026-08-21-stoke-city-u21-v-brentford-academy,15,yellow,Riley Owen,Brentford Academy,bet365 Stadium
2026-08-21-stoke-city-u21-v-brentford-academy,25,goal,Theo Mawene,Brentford Academy,bet365 Stadium
2026-08-21-stoke-city-u21-v-brentford-academy,36,goal,Gabriel Kelly,Stoke City U21,bet365 Stadium
2026-08-21-stoke-city-u21-v-brentford-academy,50,own_goal,Will Thompson,Brentford Academy,bet365 Stadium
2026-08-21-stoke-city-u21-v-brentford-academy,60,yellow,Gabriel Kelly,Stoke City U21,bet365 Stadium
2026-08-21-stoke-city-u21-v-brentford-academy,72,yellow,Joseph Wheeler-Henry,Brentford Academy,bet365 Stadium
2026-08-21-stoke-city-u21-v-brentford-academy,73,yellow,Caelan Avenell,Brentford Academy,bet365 Stadium
2026-08-21-stoke-city-u21-v-brentford-academy,75,yellow,Pedro Nzau,Stoke City U21,bet365 Stadium
2026-08-21-stoke-city-u21-v-brentford-academy,83,goal,George Morrison,Stoke City U21,bet365 Stadium
2026-08-21-stoke-city-u21-v-brentford-academy,89,yellow,Andre Grey,Brentford Academy,bet365 Stadium
2026-08-21-stoke-city-u21-v-brentford-academy,90,yellow,Fletcher Poole,Stoke City U21,bet365 Stadium
2026-08-21-waldhof-mannheim-v-kaiserslautern,120,goal,Ibrahim Kanaté,Kaiserslautern,Carl-Benz-Stadion
2026-08-22-afc-telford-united-v-hednesford,65,goal,Matt Stenson,AFC Telford United,SEAH Stadium
2026-08-22-afc-telford-united-v-hednesford,74,goal,Jai Curran-Nicholls,Hednesford,SEAH Stadium
2026-08-22-afc-wimbledon-v-reading,19,yellow,Myles Hippolyte,AFC Wimbledon,The Cherry Red Records Stadium
2026-08-22-afc-wimbledon-v-reading,29,yellow,Ryan Johnson,AFC Wimbledon,The Cherry Red Records Stadium
2026-08-22-afc-wimbledon-v-reading,29,yellow,Paudie O'Connor,Reading,The Cherry Red Records Stadium
2026-08-22-afc-wimbledon-v-reading,38,yellow,Andy Rinomhota,Reading,The Cherry Red Records Stadium
2026-08-22-afc-wimbledon-v-reading,68,yellow,Charlie Savage,Reading,The Cherry Red Records Stadium
2026-08-22-airdrieonians-v-ross-county,24,yellow,Liam McLeish,Airdrieonians,Excelsior Stadium
2026-08-22-airdrieonians-v-ross-county,26,goal,Adam Emslie,Ross County,Excelsior Stadium
2026-08-22-airdrieonians-v-ross-county,28,yellow,Lewis Gibson,Airdrieonians,Excelsior Stadium
2026-08-22-airdrieonians-v-ross-county,34,goal,Jamie Lindsay,Ross County,Excelsior Stadium
2026-08-22-airdrieonians-v-ross-county,50,goal,Lewis Gibson,Airdrieonians,Excelsior Stadium
2026-08-22-airdrieonians-v-ross-county,74,goal,Akil Wright,Ross County,Excelsior Stadium
2026-08-22-airdrieonians-v-ross-county,87,yellow,Craig Ross,Airdrieonians,Excelsior Stadium
2026-08-22-airdrieonians-v-ross-county,87,yellow,Dylan Smith,Ross County,Excelsior Stadium
2026-08-22-birmingham-city-v-bristol-city,32,yellow,Bright Osayi-Samuel,Birmingham City,St. Andrew's @ Knighthead Park
2026-08-22-birmingham-city-v-bristol-city,33,goal,Scott Twine,Bristol City,St. Andrew's @ Knighthead Park
2026-08-22-birmingham-city-v-bristol-city,42,own_goal,Sam Tickle,Birmingham City,St. Andrew's @ Knighthead Park
2026-08-22-birmingham-city-v-bristol-city,78,yellow,Patrick Roberts,Birmingham City,St. Andrew's @ Knighthead Park
2026-08-22-birmingham-city-v-bristol-city,85,goal,Dominic Ballard,Bristol City,St. Andrew's @ Knighthead Park
2026-08-22-birmingham-city-v-bristol-city,86,yellow,Dominic Ballard,Bristol City,St. Andrew's @ Knighthead Park
2026-08-22-birmingham-city-v-bristol-city,90,goal,Demarai Gray,Birmingham City,St. Andrew's @ Knighthead Park
2026-08-22-birmingham-city-v-bristol-city,90,yellow,Rob Dickie,Bristol City,St. Andrew's @ Knighthead Park
2026-08-22-blackburn-rovers-v-middlesbrough,12,goal,Jeremy Sarmiento,Middlesbrough,Ewood Park
2026-08-22-blackburn-rovers-v-middlesbrough,24,yellow,Oladapo Afolayan,Blackburn Rovers,Ewood Park
2026-08-22-blackburn-rovers-v-middlesbrough,45,yellow,Sean McLoughlin,Blackburn Rovers,Ewood Park
2026-08-22-blackburn-rovers-v-middlesbrough,49,goal,Andri Gudjohnsen,Blackburn Rovers,Ewood Park
2026-08-22-blackburn-rovers-v-middlesbrough,55,goal,Todd Cantwell,Blackburn Rovers,Ewood Park
2026-08-22-blackburn-rovers-v-middlesbrough,58,yellow,Sam Morsy,Blackburn Rovers,Ewood Park
2026-08-22-blackburn-rovers-v-middlesbrough,76,yellow,Todd Cantwell,Blackburn Rovers,Ewood Park
2026-08-22-blackburn-rovers-v-middlesbrough,90,yellow,Will Lankshear,Middlesbrough,Ewood Park
2026-08-22-boston-united-v-altrincham,33,yellow,Otis Khan,Altrincham,The Jakemans Community Stadium
2026-08-22-boston-united-v-altrincham,55,yellow,Sai Sachdev,Boston United,The Jakemans Community Stadium
2026-08-22-boston-united-v-altrincham,57,goal,Kenneth Aboh,Boston United,The Jakemans Community Stadium
2026-08-22-boston-united-v-altrincham,71,yellow,Jack Hinchy,Altrincham,The Jakemans Community Stadium
2026-08-22-braintree-town-v-horsham,30,goal,Greg Luer,Horsham,Rare Breed Meat Co. Stadium
2026-08-22-braintree-town-v-horsham,71,goal,Greg Luer,Horsham,Rare Breed Meat Co. Stadium
2026-08-22-braintree-town-v-horsham,86,goal,Vladimir Paternoster,Braintree Town,Rare Breed Meat Co. Stadium
2026-08-22-brentford-v-tottenham-hotspur,12,goal,Keane Lewis-Potter,Brentford,Gtech Community Stadium
2026-08-22-brentford-v-tottenham-hotspur,33,goal,Vitaly Janelt,Brentford,Gtech Community Stadium
2026-08-22-brentford-v-tottenham-hotspur,34,yellow,Conor Gallagher,Tottenham Hotspur,Gtech Community Stadium
2026-08-22-brentford-v-tottenham-hotspur,49,goal,Michael Kayode,Brentford,Gtech Community Stadium
2026-08-22-brentford-v-tottenham-hotspur,55,missed_penalty,Igor Thiago,Brentford,Gtech Community Stadium
2026-08-22-brentford-v-tottenham-hotspur,78,yellow,Vitaly Janelt,Brentford,Gtech Community Stadium
2026-08-22-bristol-rovers-v-newport-county,1,goal,Harrison Biggins,Newport County,Memorial Stadium
2026-08-22-bristol-rovers-v-newport-county,8,yellow,Clinton Mola,Bristol Rovers,Memorial Stadium
2026-08-22-bristol-rovers-v-newport-county,45,goal,Ben Purrington,Bristol Rovers,Memorial Stadium
2026-08-22-bristol-rovers-v-newport-county,53,goal,Fabrizio Cavegn,Bristol Rovers,Memorial Stadium
2026-08-22-bristol-rovers-v-newport-county,57,own_goal,Lee Jenkins,Bristol Rovers,Memorial Stadium
2026-08-22-bristol-rovers-v-newport-county,61,goal,Shaquille Gwengwe,Newport County,Memorial Stadium
2026-08-22-bristol-rovers-v-newport-county,74,goal,Bobby Kamwa,Bristol Rovers,Memorial Stadium
2026-08-22-bristol-rovers-v-newport-county,75,yellow,Bobby Kamwa,Bristol Rovers,Memorial Stadium
2026-08-22-bristol-rovers-v-newport-county,76,yellow,Ciarán Brennan,Newport County,Memorial Stadium
2026-08-22-bristol-rovers-v-newport-county,90,goal,Cole Jarvis,Newport County,Memorial Stadium
2026-08-22-bristol-rovers-v-newport-county,90,goal,Fabrizio Cavegn,Bristol Rovers,Memorial Stadium
2026-08-22-bromley-v-cambridge-united,61,yellow,Dominic Ball,Cambridge United,Copperjax Community Stadium
2026-08-22-bromley-v-cambridge-united,67,goal,Ben Knight,Cambridge United,Copperjax Community Stadium
2026-08-22-bromley-v-cambridge-united,81,goal,Victor Adeboyejo,Bromley,Copperjax Community Stadium
2026-08-22-bromley-v-cambridge-united,90,yellow,Shayne Lavery,Cambridge United,Copperjax Community Stadium
2026-08-22-bromley-v-cambridge-united,90,yellow,Chanse Headman,Bromley,Copperjax Community Stadium
2026-08-22-charlotte-fc-v-dc-united,34,yellow,Keisuke Kurokawa,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,44,yellow,Silvan Hefti,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,55,goal,Louis Munteanu,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,64,goal,David Schnegg,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,65,sub_off,Rodolfo Aloko,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,65,sub_off,Ashley Westwood,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,65,sub_off,Luca de la Torre,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,65,sub_on,Liel Abada,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,65,sub_on,Djibril Diani,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,65,sub_on,Brandt Bronico,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,66,goal,Will Cleary,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,68,yellow,Peglow,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,75,sub_off,Idan Toklomati,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,75,sub_off,Kimito Nono,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,75,sub_off,Jackson Hopkins,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,75,sub_off,Brandon Servania,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,75,sub_on,Archie Goodwin,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,75,sub_on,Hosei Kijima,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,75,sub_on,Nathan Ordaz,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,75,sub_on,Nikola Markovic,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,77,goal,Pep Biel,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,83,sub_off,Allan Saint-Maximin,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,83,sub_on,Tyger Smalls,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,85,yellow,Tyger Smalls,Charlotte FC,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,86,sub_off,Peglow,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,86,sub_on,Jared Stroud,DC United,Bank of America Stadium
2026-08-22-charlotte-fc-v-dc-united,90,yellow,Pep Biel,Charlotte FC,Bank of America Stadium
2026-08-22-chester-fc-v-spalding-united,90,goal,Dan Ward,Chester FC,Deva Stadium
2026-08-22-colchester-united-v-oldham-athletic,20,goal,Keenan Appiah-Forson,Oldham Athletic,JobServe Community Stadium
2026-08-22-colchester-united-v-oldham-athletic,28,yellow,Ellis Iandolo,Colchester United,JobServe Community Stadium
2026-08-22-colchester-united-v-oldham-athletic,30,yellow,Calum Kavanagh,Oldham Athletic,JobServe Community Stadium
2026-08-22-colchester-united-v-oldham-athletic,36,yellow,Kane Vincent-Young,Colchester United,JobServe Community Stadium
2026-08-22-colchester-united-v-oldham-athletic,45,red,Gus Scott-Morriss,Oldham Athletic,JobServe Community Stadium
2026-08-22-colchester-united-v-oldham-athletic,51,yellow,Oliver Norburn,Oldham Athletic,JobServe Community Stadium
2026-08-22-colchester-united-v-oldham-athletic,63,goal,Harry Anderson,Colchester United,JobServe Community Stadium
2026-08-22-colchester-united-v-oldham-athletic,75,yellow,Mathew Hudson,Oldham Athletic,JobServe Community Stadium
2026-08-22-colchester-united-v-oldham-athletic,88,yellow,Donervon Daniels,Oldham Athletic,JobServe Community Stadium
2026-08-22-colchester-united-v-oldham-athletic,90,own_goal,Lewis Temple,Colchester United,JobServe Community Stadium
2026-08-22-colchester-united-v-oldham-athletic,90,yellow,Elliott Nevitt,Oldham Athletic,JobServe Community Stadium
2026-08-22-crewe-alexandra-v-northampton-town,37,yellow,Josh March,Crewe Alexandra,Mornflake Stadium
2026-08-22-crewe-alexandra-v-northampton-town,53,goal,Josh March,Crewe Alexandra,Mornflake Stadium
2026-08-22-crewe-alexandra-v-northampton-town,87,yellow,Lee Evans,Northampton Town,Mornflake Stadium
2026-08-22-dagenham-redbridge-v-torquay-united,40,goal,Davide Rodari,Dagenham & Redbridge,Chigwell Construction Stadium
2026-08-22-dagenham-redbridge-v-torquay-united,68,goal,Davide Rodari,Dagenham & Redbridge,Chigwell Construction Stadium
2026-08-22-dagenham-redbridge-v-torquay-united,71,red,Daniel Hayfield,Torquay United,Chigwell Construction Stadium
2026-08-22-derby-county-v-cardiff-city,9,yellow,Corey Blackett-Taylor,Derby County,Pride Park Stadium
2026-08-22-derby-county-v-cardiff-city,19,goal,Cian Ashford,Cardiff City,Pride Park Stadium
2026-08-22-derby-county-v-cardiff-city,26,goal,Carlton Morris,Derby County,Pride Park Stadium
2026-08-22-derby-county-v-cardiff-city,39,goal,Yousef Salech,Cardiff City,Pride Park Stadium
2026-08-22-derby-county-v-cardiff-city,49,goal,Bobby Clark,Derby County,Pride Park Stadium
2026-08-22-derby-county-v-cardiff-city,53,yellow,Alex Robertson,Cardiff City,Pride Park Stadium
2026-08-22-derby-county-v-cardiff-city,55,yellow,Oscar Fraulo,Derby County,Pride Park Stadium
2026-08-22-derby-county-v-cardiff-city,60,yellow,Lewis Travis,Derby County,Pride Park Stadium
2026-08-22-derby-county-v-cardiff-city,80,yellow,Max Johnston,Derby County,Pride Park Stadium
2026-08-22-derby-county-v-cardiff-city,84,yellow,Dion Sanderson,Derby County,Pride Park Stadium
2026-08-22-doncaster-rovers-v-barnsley,61,yellow,Jordan Thomas,Doncaster Rovers,Club Doncaster Sports Village
2026-08-22-doncaster-rovers-v-barnsley,83,yellow,Josh Earl,Barnsley,Club Doncaster Sports Village
